s.no,address,cityname,state,country,price(in rupees)
577,1845 Burton Drive,Austin,TX,USA,74808
578,,West Linn,OR,USA,72730
579,5101 Overton Ridge Boulevard,Fort Worth,TX,USA,68075
580,992 N 2nd St,Silverton,OR,USA,66496
581,5100 Highpoint Rd,Union City,GA,USA,66496
582,2930 N Shartel Ave,Oklahoma City,OK,USA,66413
583,4545 Reka Drive #1,Anchorage,AK,USA,64834
584,1199 Arbor Drive,East Lansing,MI,USA,62340
585,,Bennington,VT,USA,58184
586,1000 Douglas St NW  A,Grand Rapids,MI,USA,57768
587,906 N 7th St,Lafayette,IN,USA,54859
588,13015 Audelia Rd,Dallas,TX,USA,54028
589,201 Walnut St,Grand Forks,ND,USA,51950
590,308 N Prairie St,Champaign,IL,USA,51119
591,2104 College St,Cedar Falls,IA,USA,49872
592,,Maple Heights,OH,USA,49789
593,1000 E Walnut Drive #14,Farmington,NM,USA,47794
594,510 Salem St,Lafayette,IN,USA,46963
595,1624 Jennifer Road,Lexington,KY,USA,42391
596,220 S Corse Avenue,Corsica,SD,USA,41643
597,107 S Main St,Minot,ND,USA,41144
598,302 Gaston St 2,Mobile,AL,USA,30339
599,12300 Hymeadow,Austin,TX,USA,73561
600,2005 Quail Ridge Drive,,,USA,104648
601,333 Belmont Avenue,Los Angeles,CA,USA,182448
602,,Euless,TX,USA,129168
603,6116 Cumberland Ave,Springfield,VA,USA,104731
604,501 S Locust St,Denton,TX,USA,73894
605,48 McPrice CT,Greenville,SC,USA,66080
606,,Euless,TX,USA,61675
607,14365 Cornerstone Village Drive,Houston,TX,USA,56522
608,17435 Imperial Valley Drive,Houston,TX,USA,44885
609,4502 42nd Avenue SW,Seattle,WA,USA,120524
610,3816 South Lamar,Austin,TX,USA,94591
611,5200 N Lamar Boulevard,Austin,TX,USA,90850
612,17101 Lane Cantera Suite 8300,San Antonio,TX,USA,72647
613,10615 Meadowglen Lane,Houston,TX,USA,56023
614,1200 Sanpat Ln,Carbondale,IL,USA,41144
615,10926 Jollyville,Austin,TX,USA,71068
616,11011 Domain Drive Suite 8100,Austin,TX,USA,107807
617,947 Bush St,San Francisco,CA,USA,248944
618,7210 N Burlington Avenue,Portland,OR,USA,112212
619,5608 Ave F,Austin,TX,USA,107973
620,1808 NE Weidler St,Portland,OR,USA,99744
621,8527 N Capital Of TX Highway,Austin,TX,USA,87276
622,4722 Reiger Ave,Dallas,TX,USA,64418
623,1430 Summit Ave,Seattle,WA,USA,170396
624,,Bothell,WA,USA,136317
625,601 R St,Lincoln,NE,USA,87276
626,,New London,CT,USA,83286
627,,Tyler,TX,USA,50038
628,10881 Richmond Avenue,Houston,TX,USA,49872
629,,Tyler,TX,USA,47960
630,107 E Healey,Champaign,IL,USA,59846
631,2201 Blaisdell Ave,Minneapolis,MN,USA,112212
632,4330-4336 Fuchsia Dr,Bellingham,WA,USA,87276
633,777 Ben Hur Rd,Baton Rouge,LA,USA,82621
634,,Austin,TX,USA,74974
635,5700 Ellsworth Avenue,Pittsburgh,PA,USA,62756
636,1326 Florida Avenue NE,Washington,DC,USA,149533
637,263 N Chorro,San Luis Obispo,CA,USA,130914
638,2250 Ridgepoint,Austin,TX,USA,70652
639,1035 W Van Buren St,Chicago,IL,USA,153772
640,253 10th Avenue Unit 528,San Diego,CA,USA,149533
641,,Hackensack,NJ,USA,114290
642,500 N Lake Shore Drive,Chicago,IL,USA,157928
643,5457 5459 S Blackstone Ave,Chicago,IL,USA,96004
644,701 N Walnut St,Bloomington,IN,USA,93094
645,55 N Kuner Road,Brighton,CO,USA,83120
646,528 S 29th St,Omaha,NE,USA,60262
647,2601 North Cresthaven,Springfield,MO,USA,45300
648,3201 Esperanza Crossing,Austin,TX,USA,114207
649,,Austin,TX,USA,83120
650,8054 Exchange Dr,Austin,TX,USA,80959
651,10020 Trainstation Cir,Lone Tree,CO,USA,112378
652,2451 W Howard St,Chicago,IL,USA,103900
653,14811 Huebner,San Antonio,TX,USA,74476
654,2416 E Sixth St,Austin,TX,USA,133740
655,,Austin,TX,USA,132992
656,2317 S Pleasant Valley Road,Austin,TX,USA,75224
657,1601 E Anderson Ln,Austin,TX,USA,70652
658,711 E Carson,San Antonio,TX,USA,70569
659,9001 S Braeswood Boulevard,Houston,TX,USA,47378
660,2465 Kuhio Ave 1606,Honolulu,HI,USA,147954
661,,Washington,DC,USA,147289
662,1511-1519 W Palmyra Avenue,Orange,CA,USA,116368
663,,Saint Paul,MN,USA,116368
664,1525 E Palm Valley Boulevard,Round Rock,TX,USA,76470
665,913 N Chelton Rd,Colorado Springs,CO,USA,73146
666,1910 Willow Creek Drive,Austin,TX,USA,73062
667,2507 Burleson Road,Austin,TX,USA,70652
668,9971 Quail Boulevard,Austin,TX,USA,68990
669,206 E 15th,Ellensburg,WA,USA,68574
670,739 17th St,Des Moines,IA,USA,62340
671,924 E Rockwell,Spokane,WA,USA,60262
672,,Austin,TX,USA,150032
673,91 Rainey St,Austin,TX,USA,150032
674,,South Weymouth,MA,USA,138145
675,555 N Broad St,Doylestown,PA,USA,83037
676,8302 W Hausman Road,San Antonio,TX,USA,71483
677,812 W Nevada,Urbana,IL,USA,77302
678,1000 East 5th St,Austin,TX,USA,127174
679,612 W Laurel St,San Diego,CA,USA,182448
680,11450 E Peakview Ave,Centennial,CO,USA,137148
681,5025 E Pacific Coast Highway #112,Long Beach,CA,USA,131745
682,4811 Woodrow Ave,Austin,TX,USA,124680
683,2511 W Braker Ln,Austin,TX,USA,120940
684,4600 N Lincoln Avenue,Chicago,IL,USA,113874
685,850 North Center Ave,Ontario,CA,USA,113874
686,2210 North Glenville Dr,Richardson,TX,USA,110134
687,2100 Defoors Ferry Road NW,Atlanta,GA,USA,103900
688,5423 North Loop 1604 West,San Antonio,TX,USA,99744
689,11250 Glenwood St,Overland Park,KS,USA,97666
690,2073 SW Park Avenue,Portland,OR,USA,93510
691,411 West Maple,Wichita,KS,USA,91432
692,4300 Cromwell Dr,Kyle,TX,USA,83120
693,1200 E Old Settlers Boulevard,Round Rock,TX,USA,78964
694,2812 Rio Grande St,Austin,TX,USA,75224
695,8400 Beech,Austin,TX,USA,70652
696,3804 Farnam St,Omaha,NE,USA,69821
697,5500 Pershing Ave,Saint Louis,MO,USA,62340
698,,Dallas,TX,USA,61592
699,511 S 31st St,Omaha,NE,USA,58184
700,Stonecrest Apartments 4020 S 130th East Ave,Tulsa,OK,USA,42807
701,25 Morrissey Boulevard,Boston,MA,USA,175965
702,9301 Old Bee Caves Rd,Austin,TX,USA,90102
703,1300 S Pleasant Valley Road,Austin,TX,USA,129667
704,122 Roy Smith St,San Antonio,TX,USA,90185
705,1626 N Ellison Drive,San Antonio,TX,USA,87692
706,4019 Vance Jackson,San Antonio,TX,USA,81042
707,2132 Falcon Village Ln,Pflugerville,TX,USA,80211
708,303 11th St N,Fargo,ND,USA,74392
709,,Tyler,TX,USA,59431
710,3474 17th St,San Francisco,CA,USA,324168
711,,Austin,TX,USA,134322
712,2515 Elmont Dr,Austin,TX,USA,116784
713,2823 E Mlk,Austin,TX,USA,116285
714,8222 Kingsbrook Rd,Houston,TX,USA,82704
715,200-206 W Maple St,Glendale,CA,USA,170396
716,80 S Main St,Seattle,WA,USA,145460
717,,Silver Spring,MD,USA,123766
718,1830 S Milton,Flagstaff,AZ,USA,114290
719,1301 W 9th St,Austin,TX,USA,113708
720,1256 West Arrow Hwy,Upland,CA,USA,112628
721,111 West Jones St,San Antonio,TX,USA,111630
722,30 Crosby St,Danbury,CT,USA,99328
723,7602 Luskey Boulevard,San Antonio,TX,USA,78548
724,11711 Domain Dr,Austin,TX,USA,104565
725,3009 43rd Avenue NE,Bismarck,ND,USA,66496
726,1912 E William Cannon,Austin,TX,USA,79961
727,916 S Michigan Avenue 6,Saginaw,MI,USA,47794
728,12th St SW  Highway 52,Rochester,MN,USA,93926
729,126 W Alpine St,Austin,TX,USA,71400
730,18049 SW Lower Boones Ferry Road,Tigard,OR,USA,104066
731,205 E Huisache Avenue,San Antonio,TX,USA,67743
732,127 E Riverside Drive,Austin,TX,USA,105479
733,2717 S Lamar Boulevard,Austin,TX,USA,102487
734,3205 West Floyd Ave,Englewood,CO,USA,80543
735,1001-1005 Louisiana Boulevard NE,Albuquerque,NM,USA,62340
736,1200 Louisiana Boulevard NE,Albuquerque,NM,USA,62340
737,9242 Ashworth Avenue N,Seattle,WA,USA,105978
738,800 New Hampshire,Lawrence,KS,USA,77302
739,829 Marshall St NE,Minneapolis,MN,USA,115952
740,,Dallas,TX,USA,111381
741,109-121 Springdale St,Decatur,GA,USA,99328
742,911 Bryant St Unit 301,San Francisco,CA,USA,315856
743,3785 Yates St  Bh,Denver,CO,USA,124680
744,Somerset West 18205 NW Bronson Rd,Portland,OR,USA,103900
745,905-907 W Oregon,Urbana,IL,USA,75639
746,12800 Woodforest Blvd,Houston,TX,USA,44469
747,Vancouver Apartment 3327 Vancouver Ave,San Diego,CA,USA,149200
748,2222 E Huntington Dr,Duarte,CA,USA,124597
749,,Minneapolis,MN,USA,120524
750,5707 Beau Barton Place,Orlando,FL,USA,91349
751,10610 Morado Circle,Austin,TX,USA,79795
752,1101 Sam Bass Circle,Round Rock,TX,USA,69821
753,Firwood 1213 S 16th Avenue,Yakima,WA,USA,64002
754,106-108 E Healey,Champaign,IL,USA,59015
755,2255 Burton St,Beloit,WI,USA,50620
756,427 N Salisbury St,West Lafayette,IN,USA,49789
757,466-470 14th St,San Francisco,CA,USA,282192
758,645 S Irwin Avenue,Green Bay,WI,USA,60262
759,507  509 Esplanade,Redondo Beach,CA,USA,182448
760,11700 Metric Boulevard,Austin,TX,USA,73395
761,1301 Jones St,Omaha,NE,USA,68574
762,190 East Front St Suite 112,Boise,ID,USA,64169
763,5720 66th St,Lubbock,TX,USA,45716
764,,Eagle River,AK,USA,78133
765,417 S Locust St,Denton,TX,USA,74725
766,,Washington,DC,USA,163331
767,2319 Fitzwater St,Philadelphia,PA,USA,122602
768,125 S 300 E,Salt Lake City,UT,USA,85198
769,401 S 41st St,Omaha,NE,USA,69405
770,,Los Angeles,CA,USA,222762
771,,Los Angeles,CA,USA,188267
772,1360 3rd St,La Verne,CA,USA,130083
773,303 E Green,Champaign,IL,USA,103900
774,1800 Broadway,San Antonio,TX,USA,93094
775,2144 8th Avenue NW,East Grand Forks,MN,USA,41144
776,,Chicago,IL,USA,144546
777,5474 5480 S Hyde Park Blvd,Chicago,IL,USA,101074
778,633 S Saint Marys St,San Antonio,TX,USA,98497
779,1801 Wells Branch Parkway,Austin,TX,USA,83037
780,1200 Columbine Court,Anchorage,AK,USA,76055
781,2745 40th St S,Moorhead,MN,USA,70652
782,6701 Rialto Boulevard,Austin,TX,USA,102238
783,5401 E Thomas Road,Phoenix,AZ,USA,88523
784,230 W 14th Avenue,Anchorage,AK,USA,77717
785,50 Joice St,San Francisco,CA,USA,349104
786,3838 Lockhill Selma Road,San Antonio,TX,USA,75057
787,105 N Busey  809-813 W Springfield,Urbana,IL,USA,69821
788,1818 Rogers Rd,San Antonio,TX,USA,68823
789,1821 Pacific Coast Hwy,Hermosa Beach,CA,USA,172474
790,22307-22321 S Garden Ave,Hayward,CA,USA,157845
791,401  407 Ave G,Redondo Beach,CA,USA,157512
792,,Washington,DC,USA,151278
793,1601 N 45th St #G13,Seattle,WA,USA,141304
794,611 W Deleon St,Tampa,FL,USA,132909
795,1575 Gaylord St,Denver,CO,USA,124680
796,3070 East Frontera,Anaheim,CA,USA,123433
797,110 Central Avenue,Medford,MA,USA,99744
798,110 Central Avenue,Medford,MA,USA,99744
799,4719 Harmon Avenue,Austin,TX,USA,99328
800,503 Mill St,Reno,NV,USA,91432
801,1620 Detroit St,Denver,CO,USA,82704
802,860 Briarcliff Rd,Atlanta,GA,USA,82704
803,151 S Bishop Ave,Secane,PA,USA,81374
804,8290 W Orchard St  1482 S 84th St,West Allis,WI,USA,81042
805,1315 Spring St,Madison,WI,USA,79380
806,900b Crescent St,Wheaton,IL,USA,76886
807,3106 Speedway,Austin,TX,USA,76138
808,,Austin,TX,USA,75639
809,401 N Indiana,Bloomington,IN,USA,73894
810,3609 Grand Avenue S,Minneapolis,MN,USA,70236
811,13000 Vista Del Norte,San Antonio,TX,USA,69322
812,601 W 32nd Avenue,Anchorage,AK,USA,68990
813,900 E 13th St,Georgetown,TX,USA,68574
814,2349 Perring Manor Road,Baltimore,MD,USA,65166
815,419 E 7th St,Bloomington,IN,USA,64750
816,1910 E Wellesley Avenue,Spokane,WA,USA,54028
817,1160 Anthrop Dr,West Lafayette,IN,USA,52781
818,3815 Somerset Drive,Prairie Village,KS,USA,52366
819,205 West Walnut St,Ogden,IA,USA,51950
820,5123 Ryan Road,Toledo,OH,USA,49872
821,,Lima,OH,USA,48542
822,703 S Independence,Amarillo,TX,USA,45716
823,,Portsmouth,OH,USA,45716
824,405 11th Ave SW,Minot,ND,USA,45300
825,525 22nd Ave NW,Minot,ND,USA,45300
826,1117 13th Avenue S,Grand Forks,ND,USA,43638
827,1400-1446 8th St NW,Minot,ND,USA,43638
828,2105 5th St NW,Minot,ND,USA,42807
829,51 Cedar Creek CT,Van Buren,AR,USA,42391
830,702 S Trenton,Tulsa,OK,USA,41560
831,527 22nd Ave NW,Minot,ND,USA,39898
832,1622 Aurora Avenue N,Seattle,WA,USA,154188
833,4903 Junius St,Dallas,TX,USA,90185
834,888 New Hampshire,Lawrence,KS,USA,81458
835,969 Bush St,San Francisco,CA,USA,290504
836,233 Lake Avenue,Saratoga Springs,NY,USA,132576
837,326 S Flores St,San Antonio,TX,USA,103900
838,1084 Howell Mill Rd NW,Atlanta,GA,USA,115703
839,930 East 15th St,Plano,TX,USA,87276
840,11316 Jollyville Road,Austin,TX,USA,71483
841,301 E Clark,Champaign,IL,USA,64834
842,372 I Avenue,Coronado,CA,USA,216112
843,10505 S Ih 35,Austin,TX,USA,75639
844,1845-47 N 6th St,Philadelphia,PA,USA,112212
845,7914 Ray Bon,San Antonio,TX,USA,70236
846,55 Morrell St,New Brunswick,NJ,USA,181202
847,10018 Ingram,San Antonio,TX,USA,87027
848,1616 NW Everett St,Portland,OR,USA,120524
849,517 E Oltorf St,Austin,TX,USA,107225
850,,Merrimack,NH,USA,99661
851,277-279 Columbus Ave,San Francisco,CA,USA,290920
852,4230 Los Feliz Boulevard,Los Angeles,CA,USA,169980
853,609 Clayton Ln,Austin,TX,USA,102487
854,,Edmonds,WA,USA,95588
855,13301 Center Lake Dr,Austin,TX,USA,83120
856,6240 N Park Meadow Way,Boise,ID,USA,81042
857,581 Livingston Avenue,Albany,NY,USA,78715
858,3221 N 36th St,Phoenix,AZ,USA,74808
859,4801 Clyde Morris Boulevard,Port Orange,FL,USA,74309
860,505 S Busey Avenue,Urbana,IL,USA,57768
861,1700 Juniper Dr,Bowling Green,OH,USA,54028
862,809 N 6th St,Lafayette,IN,USA,54028
863,2201 Gibson St,Sioux City,IA,USA,53529
864,820 Rosewood Drive  B 112,Elyria,OH,USA,51950
865,905 N 7th St,Lafayette,IN,USA,51119
866,,Lakewood,CA,USA,133823
867,20 Cherokee Boulevard,Chattanooga,TN,USA,74642
868,1700 S Lamar Boulevard,Austin,TX,USA,126592
869,360 S 400 West,Salt Lake City,UT,USA,97250
870,1773 Wells Branch Parkway,Austin,TX,USA,75140
871,,Austin,TX,USA,74891
872,907 South 25th St,Omaha,NE,USA,57768
873,5800 Harper Drive NE,Albuquerque,NM,USA,56937
874,1114 Camino Lane Costa,Austin,TX,USA,68158
875,2350 Ridge CT Suite #20,Lawrence,KS,USA,51119
876,1302 W 24th St,Austin,TX,USA,95588
877,240 E Walnut St,Des Moines,IA,USA,81042
878,8201 E Blackwillow Cir,,,USA,152941
879,101 N Busey,Urbana,IL,USA,108887
880,,Norfolk,VA,USA,91432
881,11266 Taylor Draper,Austin,TX,USA,81458
882,701 Center Ridge Dr,Austin,TX,USA,70569
883,5000 Curran CT,Grand Forks,ND,USA,55690
884,102 N Gregory,Urbana,IL,USA,54444
885,,Austin,TX,USA,174303
886,1006 West 24th St,Minneapolis,MN,USA,103484
887,3820 Harney St,Omaha,NE,USA,70652
888,505 18th St South,Arlington,VA,USA,162333
889,908 SW Gaines St Unit 31,Portland,OR,USA,116368
890,5803 Utsa Boulevard,San Antonio,TX,USA,66496
891,229 S Adams Road,Spokane Valley,WA,USA,62340
892,101 W Davis St Unit 569,Dallas,TX,USA,117615
893,,Scappoose,OR,USA,91432
894,5114 Medical Dr,San Antonio,TX,USA,77468
895,3560 Divisadero Ave,San Francisco,CA,USA,332064
896,975 Harbor Boulevard,,,USA,185358
897,1475 SE 15 St #108,Fort Lauderdale,FL,USA,122602
898,404 S Newport Avenue,Tampa,FL,USA,103817
899,305 W 39th St,Austin,TX,USA,84782
900,9036 North Lamar,Austin,TX,USA,83037
901,828 Bebee Road,Kyle,TX,USA,75224
902,3543 Greystone Drive,Austin,TX,USA,72896
903,3300 West 53rd St,Sioux Falls,SD,USA,58600
904,,Euless,TX,USA,58350
905,2255 Country Corners Drive,Columbus,OH,USA,55690
906,5311 N Detroit Ave,Toledo,OH,USA,37404
907,110 San Antonio St,Austin,TX,USA,158177
908,1045 Sanger,New Braunfels,TX,USA,74725
909,7803 S New Braunfels,San Antonio,TX,USA,68242
910,600 South First,Austin,TX,USA,110383
911,2400 North 8th St,Red Oak,IA,USA,32832
912,804 W Illinois,Urbana,IL,USA,69821
913,2412 East Fourth St,Pierre,SD,USA,66080
914,301 E Chalmers,Champaign,IL,USA,101406
915,8555 Laurens Lane,San Antonio,TX,USA,66745
916,601 O'Farrell St,San Francisco,CA,USA,224008
917,1324 Calumet Avenue,Los Angeles,CA,USA,143382
918,,Pasadena,CA,USA,137148
919,12443 Tech Ridge,Austin,TX,USA,80211
920,12501 Tech Ridge,Austin,TX,USA,76470
921,3620-3642 Tarpis,Cincinnati,OH,USA,74725
922,,Cincinnati,OH,USA,61426
923,926 E Walnut,Springfield,MO,USA,52781
924,5955 Saturn St,Los Angeles,CA,USA,207384
925,17600 West 14th Ave,Golden,CO,USA,105147
926,180 Hunting Lodge Road,Storrs,CT,USA,91931
927,125 Oak Grove St,Minneapolis,MN,USA,81042
928,9219 Anderson Mill Road,Austin,TX,USA,70652
929,110 Waterbury Court,Westland,MI,USA,68574
930,612 Division St The Ponds,Moses Lake,WA,USA,62340
931,425 Glen St,Glens Falls,NY,USA,60262
932,2310 Mortensen,Ames,IA,USA,53197
933,1201 River Dr,Coulee Dam,WA,USA,52366
934,1690 North Point St,San Francisco,CA,USA,315440
935,2900 Connecticut Ave NW,Washington,DC,USA,175383
936,4522 Sylvanfield Drive,Houston,TX,USA,62257
937,501 Greens Road,Houston,TX,USA,54859
938,4835 Dodge St,Omaha,NE,USA,68574
939,201 Trealout Dr Attn Leasing Office,Fenton,MI,USA,61924
940,5909 Royalgate Drive,San Antonio,TX,USA,51950
941,1260 Republican St,Seattle,WA,USA,148369
942,245 Tacoma Avenue S,Tacoma,WA,USA,110134
943,460 Bastrop Highway Sb,Austin,TX,USA,101406
944,2900 S.1st St,Austin,TX,USA,84367
945,438 Richland Hills Drive,San Antonio,TX,USA,77302
946,205 S Peoria St,Chicago,IL,USA,178708
947,430 W Nine Mile Road,Ferndale,MI,USA,120524
948,700 South Reed CT,Lakewood,CO,USA,110217
949,3009 NE 3rd Avenue,Camas,WA,USA,105562
950,950 West 103rd Place,Northglenn,CO,USA,104648
951,7714 Louis Pasteur Drive,San Antonio,TX,USA,93510
952,12-26 N Ardmore Ave,Villa Park,IL,USA,78964
953,,Sparks,NV,USA,76055
954,7101 Weimer Rd,Anchorage,AK,USA,72730
955,1625 McCullough,San Antonio,TX,USA,70569
956,430 S Commerce,Wichita,KS,USA,62340
957,2475 Sycamore Ln,West Lafayette,IN,USA,56106
958,514 N 7th St,Lafayette,IN,USA,52781
959,1103 E 6th St,Austin,TX,USA,153356
960,6454 Simms St,Arvada,CO,USA,81042
961,2725 40th St S,Moorhead,MN,USA,74808
962,3601 Market St,Philadelphia,PA,USA,130498
963,,Baltimore,MD,USA,112628
964,321 South 5th St,Ames,IA,USA,60262
965,1850 N 34th St,Seattle,WA,USA,173305
966,,Tuckerton,NJ,USA,95588
967,5907 Reeds Road,Mission,KS,USA,72730
968,14200 The Lakes Boulevard,Pflugerville,TX,USA,85780
969,,Long Beach,CA,USA,195249
970,,Austin,TX,USA,134654
971,122 West Trinity Place,Decatur,GA,USA,114706
972,4405-4527 NE Hoyt St,Portland,OR,USA,108056
973,3210 S Woodfield Boulevard,Sault Sainte Marie,MI,USA,56106
974,3174 Woodfield Boulevard,Sault Sainte Marie,MI,USA,54859
975,1221 Bob Pettit Boulvard,Baton Rouge,LA,USA,47794
976,4982 Tippecanoe Dr,Evansville,IN,USA,45300
977,1237  1243 North Dresden Place,Anaheim,CA,USA,125511
978,2244 13th Avenue W #208,Seattle,WA,USA,124264
979,14675 Nordhoff St,Panorama City,CA,USA,117947
980,1740 Century Cir,Atlanta,GA,USA,100991
981,8300 Bluff Springs Road,Austin,TX,USA,98414
982,6007 Grissom Road,Leon Valley,TX,USA,68990
983,19327 Talavera Ridge,San Antonio,TX,USA,97250
984,8711 Bowens Crossing,San Antonio,TX,USA,67743
985,5620 Belmont Avenue Unit 588,Dallas,TX,USA,125927
986,9700 NE 76th St,Vancouver,WA,USA,94341
987,2823-2835 W Maplewood Avenue,Bellingham,WA,USA,89354
988,5900 Severin Drive,La Mesa,CA,USA,147538
989,5009 S Westshore Boulevard,Tampa,FL,USA,99661
990,,Toledo,OH,USA,64750
991,4605 Ave A,Austin,TX,USA,93926
992,402 North Main St,Anderson,SC,USA,82954
993,1010 N 192nd CT 1004 N 192nd CT 1011 N 192nd CT,Elkhorn,NE,USA,68574
994,2613 Rogers Avenue,Austin,TX,USA,117116
995,6107 E Riverside Dr,Austin,TX,USA,113043
996,2828 Greenbriar,Houston,TX,USA,89770
997,7403 Wurzbach Road,San Antonio,TX,USA,102238
998,,Austin,TX,USA,94757
999,Prairie Square 2121 45th St,Highland,IN,USA,92263
1000,,Arlington,VA,USA,132909
1001,5455 Richmond Avenue,Houston,TX,USA,99079
1002,,Bladensburg,MD,USA,98082
1003,999 E Baseline Rd,Tempe,AZ,USA,79795
1004,900 Cooks Valley Road,Kingsport,TN,USA,49789
1005,2135 Wightman St,Pittsburgh,PA,USA,89936
1006,10102 Ingram Road,San Antonio,TX,USA,83868
1007,1822 Barker Cypress,Houston,TX,USA,61093
1008,,Austin,TX,USA,129750
1009,1320 Fillmore Avenue Unit 302,Charlotte,NC,USA,108056
1010,8310 Globe Dr,Madison,WI,USA,97666
1011,1127 E Latoka,Springfield,MO,USA,70652
1012,510 E White,Champaign,IL,USA,67327
1013,201-215 Hyler Drive,Farmington,MO,USA,35326
1014,6008 Maple Avenue,Dallas,TX,USA,94840
1015,3001 Scofield Ridge Parkway,Austin,TX,USA,104731
1016,,Euless,TX,USA,76637
1017,5126 N Loop 1604 E,San Antonio,TX,USA,76055
1018,14200 Vance Jackson,San Antonio,TX,USA,71483
1019,119 N Hyland,Ames,IA,USA,62340
1020,1285 Sutter St,San Francisco,CA,USA,299149
1021,3036 W Lake St,Minneapolis,MN,USA,105396
1022,100 Akers Ridge Dr,Atlanta,GA,USA,84034
1023,,Euless,TX,USA,64834
1024,13535 Lyndhurst St,Austin,TX,USA,105562
1025,,Austin,TX,USA,104731
1026,14230 Wunderlich Dr,Houston,TX,USA,61010
1027,621 Stockton St,San Francisco,CA,USA,307128
1028,5500 Palos Verdes Dr South,Rancho Palos Verdes,CA,USA,248944
1029,359 Everett,Palo Alto,CA,USA,232736
1030,1824 Lakeshore Ave Unit 16,Oakland,CA,USA,232736
1031,4275 McKellar Ln Unit 2,Palo Alto,CA,USA,190760
1032,1654 Dwight Way,Berkeley,CA,USA,187020
1033,1550 Harbor Boulevard,,,USA,183695
1034,3921 Marathon St,Los Angeles,CA,USA,178292
1035,475 Alcatraz Ave 01-12,Oakland,CA,USA,170396
1036,1 Towne Center Dr,Cliffside Park,NJ,USA,155019
1037,15 East Blackwell St,Dover,NJ,USA,145460
1038,3801 Marquette Place #2n,San Diego,CA,USA,144795
1039,Sheridan Dragon Mauka Llc 650 Sheridan St,Honolulu,HI,USA,141304
1040,219 Harvard Avenue E,Seattle,WA,USA,140888
1041,2013 N 8th,Boise,ID,USA,137148
1042,1454 S Norton Avenue,Los Angeles,CA,USA,132576
1043,1475 W Adams Boulevard,Los Angeles,CA,USA,131745
1044,15919 172nd St SE,Snohomish,WA,USA,128836
1045,525 W Deming Place,Chicago,IL,USA,121355
1046,2301 N Front St,Philadelphia,PA,USA,120524
1047,1937 Spring Garden St Unit C,Philadelphia,PA,USA,118446
1048,707 NW 19th Avenue,Portland,OR,USA,116368
1049,812 W 29th Place Apartment 9,Anchorage,AK,USA,116285
1050,516 Dawson Road,Austin,TX,USA,112212
1051,12316 32nd Avenue NE,Seattle,WA,USA,112212
1052,7722-7734 N Ashland,Chicago,IL,USA,112212
1053,4105 Wisconsin Ave NW,Washington,DC,USA,111796
1054,6804-6838 North Richmond Avenue,Portland,OR,USA,95588
1055,9617 Great Hills Trail,Austin,TX,USA,95422
1056,1329 West Mary,Austin,TX,USA,93510
1057,1640 S Albion St,Denver,CO,USA,93510
1058,12540 SE Powell Boulevard,Portland,OR,USA,91016
1059,2615-2631 SE 111th Avenue,Portland,OR,USA,91016
1060,612 Northeast 29th Dr,Wilton Manors,FL,USA,91016
1061,400 W St Elmo Road,Austin,TX,USA,89354
1062,,Austin,TX,USA,89354
1063,368 W Powers Avenue,Littleton,CO,USA,87276
1064,2101 W Anderson Lane,Austin,TX,USA,85780
1065,1911 San Gabriel St,Austin,TX,USA,85198
1066,2225 Arctic Boulevard,Anchorage,AK,USA,83120
1067,1720 Grand Ave Parkway,Pflugerville,TX,USA,82704
1068,4539 Guadalupe St,Austin,TX,USA,82704
1069,The Arcadian 8515 Shoal Creek Boulevard,Austin,TX,USA,80959
1070,1250 Powder Springs Rd SW,Marietta,GA,USA,80045
1071,408 Sharon Rd,Coraopolis,PA,USA,78964
